review_id,text,sentiment
R009507,Not worth the money. This unit is cheaply made and flimsy.,0
R009508,The design is horrible. Returned this item right away.,0
R009509,Amazing item! Not a single complaint. The material is top notch.,1
R009510,Great device! The packaging is excellent and it works perfectly.,1
R009511,So happy with this purchase. The tool is excellent and well made.,1
R009512,Not worth the money. This item is cheaply made and awful. One star. This tool is the worst I have owned. Do not recommend.,0
R009513,So happy with this purchase. The gadget is premium and well made. Amazing device! Not a single complaint. The finish is top notch.,1
R009514,Do not buy this purchase. Poor battery and awful shipping.,0
R009515,My family loves this tool. The packaging is outstanding. Great tool! The screen is superb and it works perfectly.,1
R009516,I hate this product. It stopped working immediately. Total waste.,0
R009517,I hate this tool. It stopped working immediately. Total waste.,0
R009518,great product. Exactly what I needed. Will buy again.,1
R009519,Impressed with the material. premium build and the delivery was quick.,1
R009522,I absolutely love this product. amazing quality and fast assembly.,1
R009523,Perfect unit for the price. solid value and excellent design. superb product. Exactly what I needed. Will buy again.,1
R009524,The battery is horrible. Returned this product right away.,0
R009525,One star. This device is the worst I have owned. Do not recommend.,0
R009526,Disappointing. The accessory does not match the description at all.,0
R009527,fantastic product. Exactly what I needed. Will buy again.,1
R009529,Disappointing. The gadget does not match the description at all.,0
R009530,Impressed with the quality. wonderful build and the setup was quick.,1
R009532,I absolutely love this tool. wonderful quality and fast shipping.,1
R009534,Disappointing. The unit does not match the description at all. The battery is horrible. Returned this tool right away.,0
R009535,Impressed with the battery. solid build and the installation was quick. Perfect unit for the price. great value and excellent quality.,1
R009536,I absolutely love this tool. great quality and fast delivery. Impressed with the battery. great build and the shipping was quick.,1
R009537,Not worth the money. This accessory is cheaply made and defective. Worst purchase ever. This product is completely useless.,0
R009538,Do not buy this item. Poor material and awful delivery.,0
R009539,Five stars! This item exceeded my expectations. Very great.,1
R009540,So happy with this purchase. The gadget is fantastic and well made.,1
R009541,One star. This device is the worst I have owned. Do not recommend. Worst purchase ever. This product is completely useless.,0
R009542,This is the best purchase I have ever purchased. Highly recommend!,1
R009543,I hate this gadget. It stopped working immediately. Total waste. Not worth the money. This gadget is cheaply made and horrible.,0
R009544,Disappointing. The purchase does not match the description at all.,0
R009546,Great product! The screen is wonderful and it works perfectly.,1
R009547,Five stars! This tool exceeded my expectations. Very amazing. This is the best device I have ever purchased. Highly recommend!,1
R009548,Broken on arrival. The packaging was damaged and shipping took forever. Worst purchase ever. This product is completely useless.,0
R009549,Disappointing. The gadget does not match the description at all.,0
R009550,Five stars! This gadget exceeded my expectations. Very amazing. fantastic product. Exactly what I needed. Will buy again.,1
R009551,Terrible purchase. The screen broke after one day. Very disappointed.,0
R009552,Perfect accessory for the price. superb value and excellent finish.,1
R009553,I absolutely love this tool. premium quality and fast shipping. Perfect device for the price. solid value and excellent material.,1
R009554,Five stars! This device exceeded my expectations. Very premium.,1
R009555,Terrible device. The quality broke after one day. Very disappointed.,0
R009557,Five stars! This purchase exceeded my expectations. Very great.,1
R009558,Perfect device for the price. amazing value and excellent design. I absolutely love this product. solid quality and fast delivery.,1
R009559,One star. This tool is the worst I have owned. Do not recommend. Disappointing. The item does not match the description at all.,0
R009560,Five stars! This unit exceeded my expectations. Very amazing.,1
R009561,Worst purchase ever. This purchase is completely useless.,0
R009562,I absolutely love this unit. amazing quality and fast assembly. My family loves this tool. The finish is outstanding.,1
R009563,So happy with this purchase. The purchase is amazing and well made.,1
R009564,Very poor quality accessory. The material fell apart within a week. Very poor quality device. The battery fell apart within a week.,0
R009565,Not worth the money. This device is cheaply made and horrible.,0
R009567,I absolutely love this item. excellent quality and fast assembly. Five stars! This unit exceeded my expectations. Very solid.,1
R009568,One star. This purchase is the worst I have owned. Do not recommend.,0
R009569,Not worth the money. This tool is cheaply made and cheap.,0
R009570,I hate this product. It stopped working immediately. Total waste.,0
R009571,excellent product. Exactly what I needed. Will buy again. I absolutely love this item. excellent quality and fast setup.,1
R009572,So happy with this purchase. The purchase is wonderful and well made.,1
R009573,Disappointing. The accessory does not match the description at all. Not worth the money. This gadget is cheaply made and terrible.,0
R009574,My family loves this tool. The screen is outstanding.,1
R009575,Not worth the money. This unit is cheaply made and flimsy.,0
R009576,Five stars! This unit exceeded my expectations. Very premium. Great product! The battery is excellent and it works perfectly.,1
