review_id,text,sentiment,cleaned_text
R007731,So happy with this purchase. The product is premium and well made. My family loves this accessory. The quality is outstanding.,1,happy purchase product premium well made family love accessory quality outstanding
R007732,Impressed with the material. amazing build and the setup was quick. Impressed with the finish. fantastic build and the setup was quick.,1,impressed material amazing build setup quick impressed finish fantastic build setup quick
R007733,So happy with this purchase. The purchase is solid and well made. Impressed with the finish. fantastic build and the installation was quick.,1,happy purchase purchase solid well made impressed finish fantastic build installation quick
R007734,This is the best tool I have ever purchased. Highly recommend!,1,best tool ever purchased highly recommend
R007735,Impressed with the quality. superb build and the assembly was quick.,1,impressed quality superb build assembly quick
R007736,fantastic product. Exactly what I needed. Will buy again. Perfect device for the price. premium value and excellent quality.,1,fantastic product exactly needed buy perfect device price premium value excellent quality
R007737,Broken on arrival. The design was damaged and shipping took forever. Very poor quality gadget. The battery fell apart within a week.,0,broken arrival design damaged shipping took forever very poor quality gadget battery fell apart within week
R007738,Very poor quality product. The battery fell apart within a week.,0,very poor quality product battery fell apart within week
R007739,I absolutely love this product. wonderful quality and fast shipping. Great purchase! The quality is excellent and it works perfectly.,1,absolutely love product wonderful quality fast shipping great purchase quality excellent work perfectly
R007741,Do not buy this purchase. Poor screen and awful shipping.,0,not buy purchase poor screen awful shipping
R007742,This is the best purchase I have ever purchased. Highly recommend! Perfect product for the price. solid value and excellent quality.,1,best purchase ever purchased highly recommend perfect product price solid value excellent quality
R007743,Five stars! This product exceeded my expectations. Very premium.,1,five star product exceeded expectation very premium
R007745,Very poor quality product. The material fell apart within a week.,0,very poor quality product material fell apart within week
R007746,I hate this device. It stopped working immediately. Total waste. The quality is horrible. Returned this gadget right away.,0,hate device stopped working immediately total waste quality horrible returned gadget right away
R007747,This is the best device I have ever purchased. Highly recommend! Five stars! This tool exceeded my expectations. Very solid.,1,best device ever purchased highly recommend five star tool exceeded expectation very solid
R007748,Great purchase! The battery is excellent and it works perfectly. Five stars! This device exceeded my expectations. Very wonderful.,1,great purchase battery excellent work perfectly five star device exceeded expectation very wonderful
